GroupID,PiecesA,PiecesB,Packings,Islands,MaxEstimatedDiameter,StartStateA,StartStateB,EndStateA,EndStateB,TimeTaken(ms)
2/11930,3L180/3L/2I90/2I/0/0,3L270/2I90/0/0/3L90/2I,509796,15830,53,0 1 1 0 | 0 2 1 4 | 0 2 2 4 | 0 3 3 0,1 1 5 0 | 1 5 5 0 | 6 2 2 0 | 6 0 0 0,0 1 1 0 | 4 0 1 0 | 4 2 3 3 | 0 2 2 0,1 1 6 0 | 1 0 6 5 | 0 0 5 5 | 0 2 2 0,1093.184416
18/11930,3L90/3L/2I90/2I/0/0,3L/0/3L180/0/2I90/2I,391272,15190,55,0 0 0 4 | 0 3 3 4 | 2 0 0 1 | 2 2 1 1,0 5 5 0 | 6 3 3 0 | 6 1 3 0 | 0 1 1 0,0 3 3 0 | 2 0 4 0 | 2 2 4 1 | 0 0 1 1,0 3 3 0 | 5 5 3 6 | 0 1 0 6 | 0 1 1 0,696.540875
100/11930,3L/3I/2I90/2I/0/0,3L180/3L/0/0/2I90/2I,449820,9298,58,0 0 0 0 | 2 1 0 4 | 2 1 1 4 | 2 3 3 0,6 5 5 0 | 6 1 1 0 | 2 0 1 0 | 2 2 0 0,0 1 0 0 | 2 1 1 4 | 2 3 3 4 | 2 0 0 0,0 1 1 0 | 5 5 1 6 | 2 0 0 6 | 2 2 0 0,1187.986625
260/11929,3L180/3L/2I/2I/0/0,2I90/0/3L90/0/3L270/2I,574056,18758,51,2 0 0 0 | 2 2 1 1 | 0 3 4 1 | 0 3 4 0,0 6 5 5 | 0 6 5 0 | 0 3 1 1 | 3 3 0 0,0 4 0 0 | 0 4 0 3 | 2 1 1 3 | 2 2 1 0,0 0 6 0 | 5 5 6 3 | 5 0 3 3 | 0 1 1 0,1291.615541
262/11930,3L180/3L/2I/2I/0/0,3L270/0/3L90/0/2I90/2I,574056,14746,51,0 2 1 1 | 0 2 2 1 | 3 4 0 0 | 3 4 0 0,1 1 0 0 | 1 0 0 6 | 5 5 3 6 | 0 3 3 0,0 3 1 1 | 2 3 0 1 | 2 2 0 4 | 0 0 0 4,1 1 0 3 | 1 6 3 3 | 0 6 0 0 | 0 5 5 0,1370.277042
264/11929,3L180/3L/2I/2I/0/0,2I90/3L90/0/0/3L90/2I,426120,15922,61,3 1 1 0 | 3 0 1 0 | 2 0 0 4 | 2 2 0 4,0 1 1 5 | 0 0 5 5 | 0 2 6 0 | 2 2 6 0,4 1 1 0 | 4 0 1 0 | 2 0 0 3 | 2 2 0 3,0 1 1 5 | 0 0 5 5 | 0 2 6 0 | 2 2 6 0,1101.939958
262/11930,3L180/3L/2I/2I/0/0,3L270/2I/0/0/3L90/2I90,574056,16324,55,1 1 0 0 | 3 1 2 0 | 3 4 2 2 | 0 4 0 0,1 1 6 6 | 1 2 0 0 | 0 2 5 0 | 0 5 5 0,1 1 0 0 | 4 1 2 0 | 4 3 2 2 | 0 3 0 0,1 1 6 6 | 1 2 0 0 | 0 2 5 0 | 0 5 5 0,1220.736125
270/11929,3L180/3L/2I/2I/0/0,3L270/2I90/0/0/3L/2I,440592,16249,51,1 1 4 0 | 3 1 4 0 | 3 2 0 0 | 0 2 2 0,1 1 5 0 | 1 6 5 5 | 0 6 0 0 | 0 2 2 0,1 1 3 0 | 4 1 3 0 | 4 2 0 0 | 0 2 2 0,1 1 5 0 | 1 6 5 5 | 0 6 0 0 | 0 2 2 0,1050.866458
270/11930,3L180/3L/2I/2I/0/0,3L/2I90/0/0/3L270/2I,440592,16258,51,1 1 4 0 | 3 1 4 0 | 3 2 0 0 | 0 2 2 0,0 2 2 0 | 0 6 0 0 | 1 6 5 5 | 1 1 5 0,1 1 3 0 | 4 1 3 0 | 4 2 0 0 | 0 2 2 0,0 2 2 0 | 0 6 0 0 | 1 6 5 5 | 1 1 5 0,819.513083
272/11930,3L180/3L/2I/2I/0/0,3L/0/3L180/0/2I90/2I,574056,14748,57,0 0 0 3 | 2 1 1 3 | 2 2 1 4 | 0 0 0 4,5 5 3 3 | 6 1 0 3 | 6 1 1 0 | 0 0 0 0,0 3 2 0 | 4 3 2 2 | 4 1 1 0 | 0 0 1 0,3 3 0 6 | 0 3 0 6 | 0 1 5 5 | 0 1 1 0,1219.027375
277/11930,3L180/3L/2I/2I/0/0,2I90/3L90/0/0/3L/2I,440592,15830,57,0 0 4 0 | 1 1 4 3 | 0 1 2 3 | 0 0 2 2,0 0 0 0 | 1 1 6 0 | 5 0 6 2 | 5 5 2 2,0 0 3 0 | 1 1 3 4 | 0 1 2 4 | 0 0 2 2,0 0 0 0 | 1 1 6 0 | 5 0 6 2 | 5 5 2 2,886.546875
278/11930,3L180/3L/2I/2I/0/0,3L/2I90/0/0/3L90/2I,440592,15835,55,1 1 0 0 | 4 1 0 0 | 4 3 2 0 | 0 3 2 2,0 0 2 2 | 0 6 0 0 | 1 6 0 5 | 1 1 5 5,1 1 0 0 | 3 1 0 0 | 3 4 2 0 | 0 4 2 2,0 0 2 2 | 0 6 0 0 | 1 6 0 5 | 1 1 5 5,1114.421917
281/11929,3L180/3L/2I/2I/0/0,3L/0/3L/0/2I90/2I,426120,14271,59,2 1 1 0 | 2 2 1 4 | 0 3 0 4 | 0 3 0 0,0 1 0 6 | 0 1 1 6 | 0 3 5 5 | 0 3 3 0,0 0 1 1 | 4 3 2 1 | 4 3 2 2 | 0 0 0 0,5 5 1 0 | 6 3 1 1 | 6 3 3 0 | 0 0 0 0,889.929417
280/11930,3L180/3L/2I/2I/0/0,0/3L/3L/0/2I90/2I,426120,14258,53,3 0 2 0 | 3 0 2 2 | 4 1 1 0 | 4 0 1 0,3 0 2 0 | 3 3 2 2 | 0 5 5 6 | 0 0 0 6,0 0 2 0 | 1 1 2 2 | 3 1 4 0 | 3 0 4 0,5 5 2 0 | 0 6 2 2 | 3 6 0 0 | 3 3 0 0,905.158708
282/11930,3L180/3L/2I/2I/0/0,3L/2I90/0/0/3L/2I,426120,15932,61,3 0 1 1 | 3 0 0 1 | 0 2 0 4 | 0 2 2 4,5 2 2 0 | 5 5 0 0 | 0 6 1 0 | 0 6 1 1,4 0 1 1 | 4 0 0 1 | 0 2 0 3 | 0 2 2 3,5 2 2 0 | 5 5 0 0 | 0 6 1 0 | 0 6 1 1,764.602083
286/11930,3L180/3L/2I/2I/0/0,3I90/2I/0/0/3L90/2I90,506520,11364,55,0 1 1 0 | 3 0 1 0 | 3 4 2 0 | 0 4 2 2,1 1 1 5 | 0 0 5 5 | 6 6 2 0 | 0 0 2 0,0 1 1 0 | 4 0 1 0 | 4 3 2 0 | 0 3 2 2,1 1 1 5 | 0 0 5 5 | 6 6 2 0 | 0 0 2 0,1126.465667
287/11930,3L180/3L/2I/2I/0/0,3L90/3I90/0/0/2I90/2I,506520,9540,59,1 1 4 0 | 0 1 4 3 | 0 2 0 3 | 0 2 2 0,6 2 2 2 | 6 1 0 0 | 1 1 0 0 | 0 5 5 0,1 1 3 0 | 0 1 3 4 | 0 2 0 4 | 0 2 2 0,6 2 2 2 | 6 1 0 0 | 1 1 0 0 | 0 5 5 0,1158.05575
296/11930,3L180/3L/2I/2I/0/0,0/3L90/2I90/0/3I/2I,506520,15574,54,1 1 3 0 | 0 1 3 0 | 0 4 2 0 | 0 4 2 2,0 3 3 6 | 5 0 0 6 | 5 0 0 2 | 5 0 2 2,0 3 4 0 | 0 3 4 0 | 0 2 1 1 | 0 2 2 1,3 3 0 6 | 5 0 0 6 | 5 0 2 0 | 5 2 2 0,1116.027459
298/11930,3L180/3L/2I/2I/0/0,2I90/3L90/0/0/3I/2I,506520,13375,63,0 1 1 4 | 0 0 1 4 | 0 2 0 3 | 0 2 2 3,5 1 1 0 | 5 6 0 0 | 5 6 2 0 | 0 2 2 0,0 1 1 3 | 0 0 1 3 | 0 2 0 4 | 0 2 2 4,5 1 1 0 | 5 6 0 0 | 5 6 2 0 | 0 2 2 0,1046.598833
304/11929,3L180/3L/2I/2I/0/0,3L/2I90/0/0/3I/2I,506520,13387,63,4 1 1 0 | 4 0 1 0 | 3 2 0 0 | 3 2 2 0,0 2 2 5 | 0 0 6 5 | 0 1 6 5 | 0 1 1 0,3 1 1 0 | 3 0 1 0 | 4 2 0 0 | 4 2 2 0,0 2 2 5 | 0 0 6 5 | 0 1 6 5 | 0 1 1 0,1141.062875
310/11929,3L180/3L/2I/2I/0/0,3L90/2I/0/0/3L270/2I,646416,14922,55,1 1 4 0 | 0 1 4 3 | 0 0 2 3 | 0 0 2 2,0 5 5 2 | 0 5 6 2 | 0 1 6 0 | 1 1 0 0,1 1 3 0 | 0 1 3 4 | 0 0 2 4 | 0 0 2 2,0 5 5 2 | 0 5 6 2 | 0 1 6 0 | 1 1 0 0,1533.159917
311/11930,3L180/3L/2I/2I/0/0,3L270/0/2I/0/3L90/2I,646416,17156,53,0 2 0 3 | 0 2 2 3 | 0 1 1 4 | 0 0 1 4,0 0 0 3 | 6 0 0 3 | 6 1 1 5 | 0 1 5 5,3 0 0 0 | 3 0 0 4 | 2 1 1 4 | 2 2 1 0,3 0 5 0 | 3 5 5 0 | 6 1 1 0 | 6 1 0 0,1559.276375
312/11930,3L180/3L/2I/2I/0/0,0/3L270/2I/0/3L/2I,533856,16881,51,0 0 1 1 | 2 0 3 1 | 2 2 3 4 | 0 0 0 4,0 0 0 6 | 2 2 3 6 | 2 5 3 0 | 0 5 5 0,4 3 0 0 | 4 3 0 0 | 2 1 1 0 | 2 2 1 0,0 3 6 0 | 0 3 6 0 | 2 2 5 0 | 2 0 5 5,1061.42225
311/11930,3L180/3L/2I/2I/0/0,3L270/2I/0/0/3L90/2I,646416,14964,61,3 1 1 0 | 3 0 1 0 | 2 0 0 4 | 2 2 0 4,0 1 1 5 | 0 1 5 5 | 0 2 6 0 | 0 2 6 0,4 1 1 0 | 4 0 1 0 | 2 0 0 3 | 2 2 0 3,0 1 1 5 | 0 1 5 5 | 0 2 6 0 | 0 2 6 0,1519.176541
313/11929,3L180/3L/2I/2I/0/0,3L/2I/0/0/3L270/2I,533856,14731,51,0 1 1 0 | 0 0 1 4 | 0 3 2 4 | 0 3 2 2,0 5 5 2 | 0 5 6 2 | 0 1 6 0 | 0 1 1 0,0 1 1 0 | 0 0 1 3 | 0 4 2 3 | 0 4 2 2,0 5 5 2 | 0 5 6 2 | 0 1 6 0 | 0 1 1 0,1230.422625
313/11930,3L180/3L/2I/2I/0/0,3L/0/2I/0/3L270/2I,533856,16885,51,4 3 0 0 | 4 3 0 0 | 2 1 1 0 | 2 2 1 0,0 3 0 0 | 0 3 5 5 | 6 1 5 0 | 6 1 1 0,0 2 1 1 | 0 2 2 1 | 0 0 3 4 | 0 0 3 4,0 0 1 0 | 5 5 1 1 | 5 6 3 0 | 0 6 3 0,1071.165833
313/11930,3L180/3L/2I/2I/0/0,2I/3L270/0/0/3L/2I,533856,14711,51,1 1 4 0 | 3 1 4 0 | 3 2 0 0 | 0 2 2 0,0 2 2 0 | 0 2 5 0 | 1 6 5 5 | 1 6 0 0,1 1 3 0 | 4 1 3 0 | 4 2 0 0 | 0 2 2 0,0 2 2 0 | 0 2 5 0 | 1 6 5 5 | 1 6 0 0,1132.782625
313/11930,3L180/3L/2I/2I/0/0,2I/3L/0/0/3L270/2I,533856,14697,51,1 1 3 0 | 4 1 3 0 | 4 2 0 0 | 0 2 2 0,1 6 0 0 | 1 6 5 5 | 0 2 5 0 | 0 2 2 0,1 1 4 0 | 3 1 4 0 | 3 2 0 0 | 0 2 2 0,1 6 0 0 | 1 6 5 5 | 0 2 5 0 | 0 2 2 0,1191.63925
314/11930,3L180/3L/2I/2I/0/0,3L270/2I/0/0/3L/2I,533856,14702,51,0 1 1 0 | 0 0 1 4 | 0 3 2 4 | 0 3 2 2,0 1 1 0 | 0 1 6 0 | 0 5 6 2 | 0 5 5 2,0 1 1 0 | 0 0 1 3 | 0 4 2 3 | 0 4 2 2,0 1 1 0 | 0 1 6 0 | 0 5 6 2 | 0 5 5 2,1178.239541
380/11929,3L90/3L/2I/2I/0/0,3L180/0/3L/0/2I/2I,485616,14448,53,0 2 0 3 | 0 2 2 3 | 0 1 0 4 | 1 1 0 4,1 1 6 0 | 0 1 6 5 | 0 0 3 5 | 0 0 3 3,0 2 0 3 | 0 2 2 3 | 0 1 0 4 | 1 1 0 4,1 1 5 0 | 0 1 5 6 | 0 0 3 6 | 0 0 3 3,1017.402208
379/11930,3L90/3L/2I/2I/0/0,0/3L/3L180/0/2I/2I,485616,14440,53,3 0 1 0 | 3 1 1 0 | 4 0 2 0 | 4 0 2 2,3 3 0 0 | 6 3 0 0 | 6 5 2 0 | 0 5 2 2,3 0 1 0 | 3 1 1 0 | 4 0 2 0 | 4 0 2 2,3 3 0 0 | 5 3 0 0 | 5 6 2 0 | 0 6 2 2,928.890083
416/11930,3L/3L/2I/2I/0/0,3L180/3L/0/0/2I90/2I,431256,12280,51,0 3 4 0 | 1 3 4 0 | 1 1 2 0 | 0 0 2 2,0 5 5 0 | 1 1 0 0 | 6 1 2 0 | 6 0 2 2,0 4 3 0 | 1 4 3 0 | 1 1 2 0 | 0 0 2 2,0 5 5 0 | 1 1 0 0 | 6 1 2 0 | 6 0 2 2,879.532833
420/11929,3L/3L/2I/2I/0/0,3L/3L/0/0/2I90/2I,320120,11824,75,2 0 0 0 | 2 2 0 4 | 3 1 0 4 | 3 1 1 0,2 0 6 0 | 2 2 6 0 | 0 1 5 5 | 0 1 1 0,2 0 0 0 | 2 2 0 3 | 4 1 0 3 | 4 1 1 0,2 0 6 0 | 2 2 6 0 | 0 1 5 5 | 0 1 1 0,645.717375
456/11930,3L/3L/2I/2I/0/0,3L90/0/3L270/0/2I/2I,485616,15094,51,0 0 3 0 | 0 2 3 4 | 1 2 2 4 | 1 1 0 0,0 3 3 5 | 6 3 0 5 | 6 1 0 0 | 1 1 0 0,0 0 3 0 | 0 2 3 4 | 1 2 2 4 | 1 1 0 0,0 3 3 6 | 5 3 0 6 | 5 1 0 0 | 1 1 0 0,945.683667
456/11929,3L/3L/2I/2I/0/0,3L270/0/3L90/0/2I/2I,485616,15077,55,3 2 0 0 | 3 2 2 4 | 0 0 1 4 | 0 0 1 1,0 5 1 1 | 6 5 1 0 | 6 0 3 0 | 0 3 3 0,3 2 0 0 | 3 2 2 4 | 0 0 1 4 | 0 0 1 1,0 6 1 1 | 5 6 1 0 | 5 0 3 0 | 0 3 3 0,993.644
463/11930,3L/3L/2I/2I/0/0,3L/0/3L180/0/2I/2I,485616,15073,55,3 2 0 0 | 3 2 2 4 | 0 0 1 4 | 0 0 1 1,0 3 3 0 | 6 0 3 0 | 6 5 1 0 | 0 5 1 1,3 2 0 0 | 3 2 2 4 | 0 0 1 4 | 0 0 1 1,0 3 3 0 | 5 0 3 0 | 5 6 1 0 | 0 6 1 1,986.641417
463/11930,3L/3L/2I/2I/0/0,3L180/0/3L/0/2I/2I,485616,15098,51,0 1 0 0 | 2 1 1 0 | 2 2 4 3 | 0 0 4 3,0 1 1 0 | 0 0 1 6 | 0 5 3 6 | 0 5 3 3,0 1 0 0 | 2 1 1 0 | 2 2 4 3 | 0 0 4 3,0 1 1 0 | 0 0 1 5 | 0 6 3 5 | 0 6 3 3,1070.007458
682/11929,3L/3I/2I/2I/0/0,0/3L180/2I90/0/3L/2I90,545112,15611,58,0 0 0 2 | 0 3 4 2 | 1 3 4 2 | 1 1 0 0,0 0 2 2 | 6 6 5 2 | 0 0 5 5 | 0 3 3 0,0 3 0 0 | 0 3 4 2 | 0 1 4 2 | 0 1 1 2,0 6 6 0 | 0 0 2 2 | 5 3 3 2 | 5 5 0 0,1147.174209
828/11930,3L/3I/2I/2I/0/0,2I/0/3L180/0/3L/2I,545112,16369,55,0 1 0 0 | 0 1 1 2 | 3 4 0 2 | 3 4 0 2,6 1 0 0 | 6 1 5 0 | 3 3 5 5 | 0 3 0 0,0 1 0 0 | 0 1 1 2 | 0 3 4 2 | 0 3 4 2,0 1 6 0 | 0 1 6 0 | 5 3 3 0 | 5 5 3 0,1147.182583
851/11929,3L/3I/2I/2I/0/0,0/3I/2I/0/3L180/2I,459684,13602,53,3 0 0 0 | 3 1 0 2 | 4 1 1 2 | 4 0 0 2,5 5 0 0 | 2 5 3 6 | 2 0 3 6 | 2 0 0 0,0 0 0 2 | 4 3 0 2 | 4 3 1 2 | 0 0 1 1,2 0 0 6 | 2 5 5 6 | 2 0 5 3 | 0 0 0 3,1174.967833
971/11930,3L/2I90/2I/2I/0/0,0/3L270/2I90/0/3L180/2I90,1073024,20546,51,0 1 2 2 | 4 1 1 0 | 4 3 0 0 | 0 3 0 0,0 0 2 2 | 6 6 2 0 | 0 5 5 0 | 3 3 5 0,0 0 1 0 | 2 2 1 1 | 0 3 4 0 | 0 3 4 0,0 5 5 0 | 2 2 5 0 | 2 0 0 0 | 3 3 6 6,2479.62625
972/11930,3L/2I90/2I/2I/0/0,2I90/3L270/0/0/3L180/2I90,1073024,18690,57,2 2 1 0 | 0 3 1 1 | 0 3 4 0 | 0 0 4 0,2 2 5 5 | 2 1 1 5 | 0 6 6 0 | 0 0 0 0,2 2 1 0 | 0 4 1 1 | 0 4 3 0 | 0 0 3 0,2 2 5 5 | 2 1 1 5 | 0 6 6 0 | 0 0 0 0,2289.36375
974/11930,3L/2I90/2I/2I/0/0,3L180/0/2I90/0/3L180/2I90,976064,17761,56,0 0 0 0 | 0 4 0 3 | 1 4 0 3 | 1 1 2 2,0 0 5 5 | 0 3 3 5 | 1 1 6 6 | 0 1 0 0,4 2 2 0 | 4 0 0 3 | 0 0 1 3 | 0 0 1 1,0 0 5 5 | 0 3 3 5 | 6 6 1 1 | 0 0 0 1,2180.153291
975/11930,3L/2I90/2I/2I/0/0,0/0/3L270/3L90/2I90/2I90,1299264,19485,55,2 2 4 0 | 3 1 4 0 | 3 1 1 0 | 0 0 0 0,0 5 5 4 | 0 0 4 4 | 3 3 6 6 | 3 0 0 0,2 2 4 0 | 3 1 4 0 | 3 1 1 0 | 0 0 0 0,0 6 6 4 | 0 0 4 4 | 3 3 5 5 | 3 0 0 0,3516.377791
975/11929,3L/2I90/2I/2I/0/0,0/2I90/3L270/0/3L90/2I90,1299264,20260,61,1 0 0 0 | 1 1 2 2 | 0 3 4 0 | 0 3 4 0,0 6 6 0 | 0 2 2 5 | 3 3 5 5 | 3 0 0 0,0 3 0 0 | 0 3 0 4 | 1 2 2 4 | 1 1 0 0,3 3 6 6 | 3 0 0 0 | 2 2 5 0 | 0 5 5 0,3459.493708
975/11930,3L/2I90/2I/2I/0/0,0/2I90/3L90/0/3L270/2I90,1299264,20257,60,1 0 0 0 | 1 1 2 2 | 0 3 0 4 | 0 3 0 4,0 0 0 0 | 2 2 5 5 | 0 0 5 3 | 6 6 3 3,0 0 2 2 | 0 3 0 0 | 1 3 0 4 | 1 1 0 4,2 2 0 0 | 0 6 6 3 | 5 5 3 3 | 5 0 0 0,3509.565583
976/11930,3L/2I90/2I/2I/0/0,2I90/0/2I90/0/3L270/3L90,1299264,21943,52,0 1 2 2 | 0 1 1 4 | 0 3 0 4 | 0 3 0 0,0 1 1 0 | 3 3 5 5 | 0 0 5 6 | 0 0 6 6,0 4 0 0 | 1 4 2 2 | 1 1 0 3 | 0 0 0 3,0 0 0 0 | 1 1 3 3 | 0 5 5 6 | 0 5 6 6,2986.160041
975/11930,3L/2I90/2I/2I/0/0,0/0/3L270/2I90/3L90/2I90,1299264,22050,51,1 0 3 0 | 1 1 3 0 | 0 2 2 4 | 0 0 0 4,0 3 3 0 | 0 3 6 6 | 0 5 4 4 | 5 5 0 0,0 0 4 0 | 2 2 4 3 | 0 1 0 3 | 0 1 1 0,0 4 4 0 | 0 0 3 3 | 6 6 3 5 | 0 0 5 5,2970.603583
976/11930,3L/2I90/2I/2I/0/0,2I90/0/3L90/0/3L270/2I90,1299264,17210,59,1 0 0 3 | 1 1 4 3 | 2 2 4 0 | 0 0 0 0,0 0 0 3 | 1 1 3 3 | 6 6 5 5 | 0 0 5 0,0 3 4 0 | 0 3 4 0 | 2 2 1 0 | 0 0 1 1,0 3 0 0 | 3 3 6 6 | 0 5 5 0 | 0 5 1 1,3143.983166
976/11930,3L/2I90/2I/2I/0/0,0/3L270/2I90/0/3L90/2I90,1299264,20330,54,0 4 0 0 | 0 4 0 3 | 2 2 1 3 | 0 0 1 1,0 0 0 5 | 6 6 5 5 | 2 2 3 3 | 2 0 0 0,0 3 0 0 | 0 3 2 2 | 0 1 0 4 | 0 1 1 4,0 6 6 0 | 3 3 2 2 | 0 5 2 0 | 5 5 0 0,3213.060084
977/11930,3L/2I90/2I/2I/0/0,3L90/2I90/0/0/3L270/2I90,1299264,18524,51,0 0 2 2 | 3 1 0 4 | 3 1 1 4 | 0 0 0 0,0 2 2 0 | 5 5 1 0 | 5 1 1 0 | 0 6 6 0,0 0 2 2 | 4 1 0 3 | 4 1 1 3 | 0 0 0 0,0 2 2 0 | 5 5 1 0 | 5 1 1 0 | 0 6 6 0,3263.274792
976/11930,3L/2I90/2I/2I/0/0,0/3L270/3L90/0/2I90/2I90,1299264,18088,59,3 0 0 4 | 3 0 0 4 | 1 2 2 0 | 1 1 0 0,0 6 6 0 | 5 5 0 3 | 2 2 3 3 | 2 0 0 0,3 0 0 4 | 3 0 0 4 | 1 2 2 0 | 1 1 0 0,0 5 5 0 | 6 6 0 3 | 2 2 3 3 | 2 0 0 0,3214.169
976/11929,3L/2I90/2I/2I/0/0,2I90/3L90/0/0/3L270/2I90,1299264,18692,52,2 2 0 0 | 4 3 0 0 | 4 3 1 0 | 0 0 1 1,0 2 0 0 | 2 2 6 6 | 5 5 1 1 | 5 0 0 0,0 4 0 0 | 1 4 2 2 | 1 1 3 0 | 0 0 3 0,0 0 6 6 | 1 1 0 2 | 5 5 2 2 | 5 0 0 0,3302.372042
977/11930,3L/2I90/2I/2I/0/0,3L90/0/2I90/0/3L270/2I90,1299264,17196,58,0 3 4 0 | 0 3 4 0 | 2 2 1 0 | 0 0 1 1,0 0 0 0 | 3 3 6 6 | 0 5 5 1 | 0 5 1 1,0 1 0 0 | 0 1 1 3 | 2 2 4 3 | 0 0 4 0,6 6 1 0 | 0 1 1 0 | 5 5 3 3 | 5 0 0 0,3181.157209
977/11929,3L/2I90/2I/2I/0/0,3L270/2I90/0/0/3L90/2I90,1299264,18533,59,0 4 2 2 | 1 4 0 3 | 1 1 0 3 | 0 0 0 0,1 1 0 0 | 1 0 0 0 | 0 2 2 5 | 6 6 5 5,0 3 2 2 | 1 3 0 4 | 1 1 0 4 | 0 0 0 0,1 1 0 0 | 1 0 0 0 | 0 2 2 5 | 6 6 5 5,3246.851542
980/11930,3L/2I90/2I/2I/0/0,3L90/0/3L180/0/2I90/2I90,976064,15845,51,0 0 1 0 | 2 2 1 1 | 3 0 4 0 | 3 0 4 0,0 0 0 1 | 0 0 1 1 | 3 3 6 6 | 0 3 5 5,0 0 1 0 | 2 2 1 1 | 3 0 4 0 | 3 0 4 0,0 0 0 1 | 0 0 1 1 | 3 3 5 5 | 0 3 6 6,2252.119625
980/11930,3L/2I90/2I/2I/0/0,3L90/2I90/0/0/3L180/2I90,976064,18511,51,0 2 2 3 | 0 0 0 3 | 0 1 0 4 | 0 1 1 4,6 6 2 2 | 5 5 0 0 | 0 5 1 0 | 0 1 1 0,0 2 2 4 | 0 0 0 4 | 0 1 0 3 | 0 1 1 3,6 6 2 2 | 5 5 0 0 | 0 5 1 0 | 0 1 1 0,2431.361292
982/11929,3L/2I90/2I/2I/0/0,3L90/2I90/0/0/3L90/2I90,976064,19118,51,0 2 2 3 | 0 0 0 3 | 0 1 0 4 | 0 1 1 4,6 6 2 2 | 0 5 0 0 | 5 5 1 0 | 0 1 1 0,0 2 2 4 | 0 0 0 4 | 0 1 0 3 | 0 1 1 3,6 6 2 2 | 0 5 0 0 | 5 5 1 0 | 0 1 1 0,2233.851083
986/11929,3L/2I90/2I/2I/0/0,0/2I90/2I90/0/3L180/3L,1299264,25335,60,0 3 0 0 | 4 3 0 0 | 4 1 2 2 | 0 1 1 0,5 5 6 0 | 0 5 6 6 | 3 3 2 2 | 0 0 0 0,1 0 0 3 | 1 1 0 3 | 4 0 0 0 | 4 0 2 2,0 6 0 0 | 0 6 6 0 | 5 5 3 3 | 0 5 2 2,2987.583
986/11930,3L/2I90/2I/2I/0/0,0/0/3L180/3L/2I90/2I90,1299264,19484,61,0 4 2 2 | 0 4 3 0 | 0 1 3 0 | 0 1 1 0,0 0 0 0 | 0 4 3 3 | 0 4 4 3 | 6 6 5 5,0 4 2 2 | 0 4 3 0 | 0 1 3 0 | 0 1 1 0,0 0 0 0 | 0 4 3 3 | 0 4 4 3 | 5 5 6 6,3040.63675
986/11930,3L/2I90/2I/2I/0/0,0/0/3L180/2I90/3L/2I90,1299264,22059,71,0 0 1 0 | 0 4 1 1 | 0 4 0 3 | 0 2 2 3,5 6 6 0 | 5 5 0 0 | 0 0 3 3 | 0 4 4 3,0 4 0 0 | 1 4 0 3 | 1 1 0 3 | 0 2 2 0,5 6 6 0 | 5 5 3 3 | 0 4 4 3 | 0 0 0 0,3011.196292
987/11930,3L/2I90/2I/2I/0/0,0/3L180/2I90/0/3L/2I90,1299264,20282,51,0 0 3 0 | 2 2 3 4 | 0 1 0 4 | 0 1 1 0,0 0 0 0 | 2 2 0 0 | 5 2 3 3 | 5 5 6 6,0 0 3 0 | 2 2 3 0 | 0 4 1 0 | 0 4 1 1,0 0 0 0 | 2 2 0 0 | 5 2 3 3 | 5 5 6 6,3244.972333
987/11930,3L/2I90/2I/2I/0/0,0/3L/2I90/0/3L180/2I90,1299264,20325,54,0 4 0 3 | 0 4 1 3 | 2 2 1 1 | 0 0 0 0,0 6 6 0 | 5 5 3 3 | 2 5 0 0 | 2 2 0 0,0 4 3 0 | 0 4 3 0 | 1 2 2 0 | 1 1 0 0,0 6 6 0 | 0 3 3 0 | 0 2 5 5 | 0 2 2 5,3094.575708
987/11929,3L/2I90/2I/2I/0/0,2I90/0/3L/0/3L180/2I90,1299264,17195,67,0 0 4 0 | 0 3 4 0 | 1 3 2 2 | 1 1 0 0,0 6 6 0 | 0 3 5 5 | 0 3 3 5 | 1 1 0 0,1 0 4 0 | 1 1 4 0 | 0 3 2 2 | 0 3 0 0,0 5 5 0 | 1 1 5 0 | 0 3 6 6 | 0 3 3 0,3207.892542
986/11929,3L/2I90/2I/2I/0/0,0/2I90/3L/0/3L180/2I90,1299264,20299,57,2 2 0 4 | 1 0 3 4 | 1 1 3 0 | 0 0 0 0,2 2 5 5 | 0 3 0 5 | 0 3 3 0 | 0 6 6 0,4 0 0 0 | 4 3 0 0 | 1 3 2 2 | 1 1 0 0,5 5 0 0 | 3 5 6 6 | 3 3 2 2 | 0 0 0 0,3262.523708
987/11930,3L/2I90/2I/2I/0/0,0/3L180/3L/0/2I90/2I90,1299264,18088,57,0 0 3 0 | 2 2 3 4 | 0 1 0 4 | 0 1 1 0,0 0 0 0 | 2 2 3 0 | 0 2 3 3 | 5 5 6 6,0 0 3 0 | 2 2 3 4 | 0 1 0 4 | 0 1 1 0,0 0 0 0 | 2 2 3 0 | 0 2 3 3 | 6 6 5 5,3297.923375
988/11930,3L/2I90/2I/2I/0/0,3L/0/2I90/0/3L180/2I90,1299264,17149,61,3 0 1 0 | 3 0 1 1 | 0 0 4 0 | 2 2 4 0,6 6 1 0 | 3 3 1 1 | 0 5 5 0 | 0 0 5 0,0 4 0 0 | 1 4 2 2 | 1 1 3 0 | 0 0 3 0,0 5 5 0 | 1 0 5 0 | 1 1 0 0 | 6 6 3 3,3128.212167
