GroupID,PiecesA,PiecesB,Packings,Islands,MaxEstimatedDiameter,StartStateA,StartStateB,EndStateA,EndStateB,TimeTaken(ms)
11274/11929,3L/2I/2I/1/0/0,3L180/1/0/0/3L180/2I,5847552,15378,53,0 2 3 0 | 0 2 3 4 | 0 0 1 0 | 0 0 1 1,2 0 0 0 | 6 0 1 1 | 6 5 5 1 | 0 0 5 0,0 0 2 4 | 0 0 2 3 | 0 0 1 3 | 0 0 1 1,0 2 0 0 | 5 5 1 1 | 0 5 6 1 | 0 0 6 0,20771.913083
11276/11930,3L/2I/2I/1/0/0,0/3L90/0/1/3L270/2I,7340544,20210,68,0 1 0 0 | 2 1 1 0 | 2 3 4 0 | 0 3 0 0,0 0 0 0 | 6 4 5 5 | 6 2 5 0 | 2 2 0 0,0 0 1 0 | 3 2 1 1 | 3 2 0 4 | 0 0 0 0,0 5 5 0 | 6 5 4 0 | 6 0 2 0 | 0 2 2 0,24497.942209
11275/11929,3L/2I/2I/1/0/0,0/2I/0/3L90/3L270/1,7340544,16563,58,4 0 0 0 | 0 0 2 0 | 0 1 2 3 | 0 1 1 3,0 4 0 0 | 4 4 0 0 | 6 5 5 2 | 0 5 0 2,0 4 1 0 | 3 2 1 1 | 3 2 0 0 | 0 0 0 0,5 5 4 0 | 5 4 4 6 | 0 0 2 0 | 0 0 2 0,26244.842458
11275/11930,3L/2I/2I/1/0/0,0/1/0/3L270/3L90/2I,7340544,19020,64,1 0 0 0 | 1 1 2 0 | 0 3 2 0 | 0 3 0 4,0 2 5 6 | 0 5 5 6 | 0 0 4 4 | 0 0 4 0,0 1 0 0 | 0 1 1 2 | 0 3 4 2 | 0 3 0 0,0 0 2 0 | 0 4 4 6 | 0 4 5 6 | 0 5 5 0,23350.73075
11277/11930,3L/2I/2I/1/0/0,0/3L270/0/3L90/2I/1,7340544,17254,54,0 0 0 0 | 4 3 0 2 | 1 3 0 2 | 1 1 0 0,5 0 0 0 | 5 4 0 0 | 4 4 2 2 | 0 6 2 0,0 4 1 0 | 3 2 1 1 | 3 2 0 0 | 0 0 0 0,0 0 4 0 | 6 4 4 5 | 2 2 0 5 | 2 0 0 0,26797.339167
11275/11929,3L/2I/2I/1/0/0,0/2I/0/3L270/3L90/1,7340544,16394,62,1 0 0 2 | 1 1 0 2 | 3 4 0 0 | 3 0 0 0,0 0 5 0 | 6 5 5 2 | 0 4 4 2 | 0 4 0 0,0 0 0 0 | 0 2 4 3 | 0 2 1 3 | 0 0 1 1,0 5 6 0 | 5 5 4 4 | 0 2 4 0 | 0 2 0 0,25643.550459
11277/11930,3L/2I/2I/1/0/0,0/3L270/1/0/3L90/2I,7340544,15628,54,0 3 0 0 | 4 3 0 0 | 1 0 2 0 | 1 1 2 0,0 0 3 5 | 6 0 5 5 | 6 2 2 0 | 0 2 0 0,0 0 3 0 | 4 0 3 0 | 0 2 1 0 | 0 2 1 1,0 0 5 3 | 0 5 5 6 | 2 2 0 6 | 2 0 0 0,26741.753958
11276/11929,3L/2I/2I/1/0/0,0/3L270/0/1/3L90/2I,7340544,19898,77,0 0 0 0 | 0 3 4 0 | 1 3 0 2 | 1 1 0 2,0 5 0 4 | 5 5 2 2 | 0 0 2 6 | 0 0 0 6,0 1 0 0 | 3 1 1 0 | 3 0 2 0 | 0 4 2 0,0 0 0 6 | 0 2 2 6 | 0 2 4 5 | 0 0 5 5,24522.082
11276/11930,3L/2I/2I/1/0/0,0/3L90/1/0/3L270/2I,7340544,15799,55,0 2 1 0 | 0 2 1 1 | 0 0 3 4 | 0 0 3 0,0 0 2 0 | 0 2 2 6 | 5 5 0 6 | 5 3 0 0,1 0 2 0 | 1 1 2 0 | 4 3 0 0 | 0 3 0 0,0 0 0 2 | 6 0 2 2 | 6 5 5 0 | 3 5 0 0,28547.862
11277/11930,3L/2I/2I/1/0/0,1/0/0/3L90/3L270/2I,7340544,17645,56,0 1 0 3 | 0 1 1 3 | 0 4 0 2 | 0 0 0 2,0 5 5 0 | 0 5 0 6 | 0 4 1 6 | 4 4 0 0,0 1 0 2 | 0 1 1 2 | 0 4 0 3 | 0 0 0 3,0 5 5 0 | 6 5 0 0 | 6 4 1 0 | 4 4 0 0,25807.194459
11276/11929,3L/2I/2I/1/0/0,0/3L270/0/2I/3L90/1,7340544,16748,57,0 0 0 0 | 4 0 0 3 | 1 0 2 3 | 1 1 2 0,0 2 2 0 | 0 2 6 5 | 0 4 5 5 | 0 4 0 0,0 0 0 3 | 0 4 1 3 | 0 2 1 1 | 0 2 0 0,2 2 0 0 | 2 0 0 0 | 0 5 4 6 | 5 5 4 0,27004.256833
11277/11929,3L/2I/2I/1/0/0,1/0/0/3L270/3L90/2I,7340544,17746,57,3 0 0 0 | 3 4 1 0 | 2 0 1 1 | 2 0 0 0,0 0 1 5 | 0 0 5 5 | 0 4 4 6 | 0 4 0 6,2 0 0 0 | 2 4 1 0 | 3 0 1 1 | 3 0 0 0,0 0 1 5 | 0 0 5 5 | 0 4 4 6 | 0 4 0 6,24041.75225
11286/11930,3L/2I/2I/1/0/0,0/3L90/0/1/3L90/2I,5847552,20640,73,2 1 0 0 | 2 1 1 0 | 0 3 4 0 | 0 3 0 0,0 0 0 5 | 0 2 5 5 | 2 2 6 4 | 0 0 6 0,0 3 0 0 | 1 3 2 0 | 1 1 2 0 | 4 0 0 0,0 0 0 6 | 0 0 5 6 | 0 5 5 2 | 0 4 2 2,18710.815958
11277/11930,3L/2I/2I/1/0/0,1/0/0/2I/3L270/3L90,7340544,18169,52,4 0 2 0 | 1 0 2 3 | 1 1 0 3 | 0 0 0 0,0 4 0 0 | 0 4 5 5 | 0 0 5 6 | 0 1 6 6,1 0 0 0 | 1 1 4 3 | 0 0 2 3 | 0 0 2 0,0 0 5 5 | 0 0 5 4 | 0 1 6 4 | 0 6 6 0,24138.437042
11279/11930,3L/2I/2I/1/0/0,3L90/0/0/1/3L270/2I,7340544,17885,61,0 0 3 0 | 4 1 3 2 | 0 1 1 2 | 0 0 0 0,0 6 0 0 | 4 6 5 5 | 0 1 5 0 | 1 1 0 0,0 0 2 0 | 4 1 2 3 | 0 1 1 3 | 0 0 0 0,0 6 0 0 | 4 6 5 5 | 0 1 5 0 | 1 1 0 0,25491.232959
11287/11930,3L/2I/2I/1/0/0,1/2I/0/0/3L90/3L90,5847552,18011,55,0 0 1 4 | 0 0 1 1 | 0 0 2 3 | 0 0 2 3,0 0 5 0 | 0 5 5 1 | 0 6 2 0 | 6 6 2 0,0 0 1 4 | 0 0 1 1 | 0 0 2 3 | 0 0 2 3,0 0 6 0 | 0 6 6 1 | 0 5 2 0 | 5 5 2 0,20192.086458
11279/11930,3L/2I/2I/1/0/0,3L90/0/0/2I/3L270/1,7340544,15095,58,2 4 0 0 | 2 1 0 0 | 3 1 1 0 | 3 0 0 0,0 4 6 0 | 0 4 5 5 | 0 1 5 0 | 1 1 0 0,3 4 0 0 | 3 1 0 0 | 2 1 1 0 | 2 0 0 0,0 4 6 0 | 0 4 5 5 | 0 1 5 0 | 1 1 0 0,28063.967083
11278/11930,3L/2I/2I/1/0/0,2I/0/0/3L270/3L90/1,7340544,15110,55,0 0 4 3 | 0 1 0 3 | 0 1 1 2 | 0 0 0 2,0 0 4 4 | 0 5 4 0 | 5 5 1 0 | 0 6 1 0,0 0 0 0 | 4 1 0 3 | 2 1 1 3 | 2 0 0 0,0 6 0 5 | 4 4 5 5 | 4 0 1 0 | 0 0 1 0,26379.435166
11280/11930,3L/2I/2I/1/0/0,3L270/0/0/3L90/2I/1,7340544,15733,51,4 3 0 0 | 0 3 1 0 | 0 2 1 1 | 0 2 0 0,0 4 0 5 | 4 4 6 5 | 0 1 1 0 | 0 1 0 0,4 2 0 0 | 0 2 1 0 | 0 3 1 1 | 0 3 0 0,0 4 0 5 | 4 4 6 5 | 0 1 1 0 | 0 1 0 0,28226.130208
11278/11929,3L/2I/2I/1/0/0,2I/3L270/0/0/3L90/1,7340544,12066,55,1 0 0 0 | 1 1 0 0 | 4 3 2 0 | 0 3 2 0,0 0 2 2 | 0 0 2 0 | 1 0 5 6 | 1 5 5 0,1 0 0 0 | 1 1 0 0 | 3 0 2 0 | 3 4 2 0,0 0 2 2 | 0 0 2 0 | 1 0 5 6 | 1 5 5 0,29023.907917
11294/11930,3L/2I/2I/1/0/0,0/1/0/3L/3L180/2I,7340544,19301,57,0 4 0 0 | 0 3 2 0 | 1 3 2 0 | 1 1 0 0,5 5 0 2 | 4 5 6 0 | 4 4 6 0 | 0 0 0 0,0 4 1 0 | 0 0 1 1 | 0 2 3 0 | 0 2 3 0,5 5 0 0 | 4 5 2 6 | 4 4 0 6 | 0 0 0 0,24410.713083
11279/11929,3L/2I/2I/1/0/0,3L270/0/0/1/3L90/2I,7340544,18351,53,1 0 0 0 | 1 1 0 0 | 0 2 4 3 | 0 2 0 3,0 0 4 5 | 0 0 5 5 | 0 1 1 6 | 0 1 0 6,1 0 0 0 | 1 1 0 0 | 0 3 4 2 | 0 3 0 2,0 0 4 5 | 0 0 5 5 | 0 1 1 6 | 0 1 0 6,25475.493167
11281/11930,3L/2I/2I/1/0/0,0/2I/0/3L90/3L180/1,6065280,15980,58,0 0 0 0 | 0 2 1 0 | 3 2 1 1 | 3 0 4 0,0 0 0 4 | 5 5 4 4 | 0 5 2 6 | 0 0 2 0,0 0 0 0 | 0 2 1 0 | 3 2 1 1 | 3 0 4 0,0 6 0 4 | 5 5 4 4 | 0 5 2 0 | 0 0 2 0,20941.1505
11280/11930,3L/2I/2I/1/0/0,0/1/0/3L90/3L180/2I,6065280,19028,68,0 1 0 0 | 3 1 1 0 | 3 0 2 4 | 0 0 2 0,0 0 0 6 | 5 5 0 6 | 0 5 4 2 | 0 4 4 0,0 1 0 4 | 3 1 1 0 | 3 0 2 0 | 0 0 2 0,6 0 4 0 | 6 4 4 0 | 5 5 0 2 | 0 5 0 0,19141.269792
11289/11930,3L/2I/2I/1/0/0,0/2I/0/3L/3L270/1,6065280,15964,71,4 1 0 0 | 0 1 1 3 | 0 2 0 3 | 0 2 0 0,0 4 0 0 | 0 4 4 0 | 2 0 5 5 | 2 0 5 6,4 1 0 0 | 0 1 1 3 | 0 0 2 3 | 0 0 2 0,0 4 0 0 | 0 4 4 0 | 6 2 5 5 | 0 2 5 0,20296.40375
11280/11929,3L/2I/2I/1/0/0,0/1/0/3L180/3L90/2I,6065280,18877,59,3 0 0 0 | 3 4 1 0 | 2 0 1 1 | 2 0 0 0,0 0 0 0 | 0 0 4 4 | 2 5 6 4 | 5 5 6 0,0 4 0 0 | 3 0 2 0 | 3 1 2 0 | 0 1 1 0,0 0 4 4 | 0 5 2 4 | 5 5 6 0 | 0 0 6 0,19046.454541
11281/11930,3L/2I/2I/1/0/0,0/2I/0/3L180/3L90/1,6065280,15819,62,1 4 0 0 | 1 1 0 0 | 0 3 2 0 | 0 3 2 0,0 0 5 2 | 0 5 5 2 | 0 4 4 6 | 0 0 4 0,1 4 0 0 | 1 1 0 0 | 3 2 0 0 | 3 2 0 0,0 5 2 0 | 5 5 2 0 | 6 4 4 0 | 0 0 4 0,20797.28775
11295/11930,3L/2I/2I/1/0/0,0/3L/0/3L180/2I/1,7340544,17445,53,0 0 1 0 | 2 3 1 1 | 2 3 4 0 | 0 0 0 0,0 0 0 0 | 2 0 4 4 | 2 2 5 4 | 0 6 5 0,0 2 1 0 | 0 2 1 1 | 0 0 3 0 | 0 4 3 0,0 2 0 0 | 6 2 2 0 | 5 4 4 0 | 5 0 4 0,26707.779667
11280/11930,3L/2I/2I/1/0/0,0/1/0/2I/3L180/3L90,6065280,20378,55,0 1 0 0 | 2 1 1 3 | 2 4 0 3 | 0 0 0 0,0 0 0 0 | 0 6 5 5 | 6 6 4 5 | 0 2 4 0,0 4 1 0 | 3 2 1 1 | 3 2 0 0 | 0 0 0 0,5 5 4 0 | 0 5 4 0 | 0 6 0 0 | 6 6 2 0,18920.213417
11281/11930,3L/2I/2I/1/0/0,0/3L90/0/3L180/2I/1,6065280,15454,59,0 1 0 0 | 4 1 1 3 | 0 2 0 3 | 0 2 0 0,5 0 2 0 | 5 2 2 0 | 4 4 0 0 | 6 4 0 0,0 1 0 0 | 4 1 1 3 | 0 2 0 3 | 0 2 0 0,5 6 2 0 | 5 2 2 0 | 4 4 0 0 | 0 4 0 0,21094.101708
11282/11930,3L/2I/2I/1/0/0,0/3L180/0/2I/3L90/1,6065280,15926,54,0 0 2 0 | 0 1 2 0 | 3 1 1 0 | 3 4 0 0,0 0 4 0 | 0 5 4 6 | 5 5 2 2 | 0 0 0 2,0 0 2 0 | 0 1 2 0 | 3 1 1 0 | 3 4 0 0,0 5 4 0 | 5 5 4 0 | 6 0 2 2 | 0 0 0 2,20181.943667
11280/11929,3L/2I/2I/1/0/0,0/2I/0/1/3L180/3L90,6065280,20769,61,0 2 0 0 | 0 2 1 0 | 0 3 1 1 | 0 3 4 0,5 5 0 0 | 0 5 2 0 | 0 6 2 0 | 6 6 4 0,0 3 0 0 | 1 3 2 0 | 1 1 2 0 | 0 4 0 0,0 0 5 5 | 0 6 0 5 | 6 6 0 2 | 0 4 0 2,18992.554375
11283/11930,3L/2I/2I/1/0/0,1/0/0/3L180/3L90/2I,6065280,17605,59,0 4 2 0 | 0 1 2 3 | 0 1 1 3 | 0 0 0 0,1 0 0 0 | 6 4 4 0 | 6 5 4 0 | 5 5 0 0,0 4 3 0 | 0 1 3 2 | 0 1 1 2 | 0 0 0 0,1 0 0 0 | 6 4 4 0 | 6 5 4 0 | 5 5 0 0,19595.592958
11281/11930,3L/2I/2I/1/0/0,0/3L90/0/2I/3L180/1,6065280,16195,54,0 2 0 0 | 3 2 1 0 | 3 4 1 1 | 0 0 0 0,0 0 0 2 | 5 5 2 2 | 4 5 0 6 | 4 0 0 0,0 2 1 0 | 0 2 1 1 | 0 4 3 0 | 0 0 3 0,0 6 0 2 | 5 5 2 2 | 4 5 0 0 | 4 0 0 0,19844.398458
11291/11930,3L/2I/2I/1/0/0,1/0/0/3L270/3L/2I,6065280,17727,57,0 0 4 3 | 0 1 0 3 | 0 1 1 2 | 0 0 0 2,0 0 1 6 | 4 4 5 6 | 4 0 5 5 | 0 0 0 0,0 0 4 2 | 0 1 0 2 | 0 1 1 3 | 0 0 0 3,0 0 1 6 | 4 4 5 6 | 4 0 5 5 | 0 0 0 0,18963.814917
11297/11930,3L/2I/2I/1/0/0,2I/0/0/3L/3L180/1,7340544,15098,53,1 0 0 0 | 1 1 0 0 | 3 2 0 0 | 3 2 4 0,1 5 5 0 | 1 0 5 6 | 0 0 4 0 | 0 0 4 4,1 0 0 0 | 1 1 0 0 | 2 3 0 0 | 2 3 4 0,1 5 5 0 | 1 0 5 6 | 0 0 4 0 | 0 0 4 4,25657.036834
11282/11929,3L/2I/2I/1/0/0,1/0/0/3L90/3L180/2I,6065280,17679,51,0 3 0 0 | 1 3 4 2 | 1 1 0 2 | 0 0 0 0,0 0 1 6 | 5 5 0 6 | 0 5 0 4 | 0 0 4 4,0 2 0 0 | 1 2 4 3 | 1 1 0 3 | 0 0 0 0,0 0 1 6 | 5 5 0 6 | 0 5 0 4 | 0 0 4 4,18143.964084
11285/11930,3L/2I/2I/1/0/0,3L180/0/0/1/3L90/2I,6065280,18086,63,4 3 0 0 | 0 3 1 0 | 0 2 1 1 | 0 2 0 0,0 0 5 0 | 4 5 5 0 | 6 1 1 0 | 6 0 1 0,4 2 0 0 | 0 2 1 0 | 0 3 1 1 | 0 3 0 0,0 0 5 0 | 4 5 5 0 | 6 1 1 0 | 6 0 1 0,19229.96375
11283/11930,3L/2I/2I/1/0/0,2I/0/0/1/3L180/3L90,6065280,19031,52,1 0 0 0 | 1 1 0 3 | 0 2 0 3 | 0 2 4 0,0 1 0 0 | 0 1 5 5 | 0 0 6 5 | 0 6 6 4,0 0 3 0 | 0 1 3 2 | 0 1 1 2 | 0 0 4 0,0 6 0 0 | 6 6 1 0 | 5 5 1 0 | 0 5 0 4,18941.211833
11293/11930,3L/2I/2I/1/0/0,3L270/0/0/1/3L/2I,6065280,17895,53,0 0 1 0 | 0 0 1 1 | 2 4 3 0 | 2 0 3 0,5 4 0 0 | 5 5 0 0 | 6 1 1 0 | 6 1 0 0,0 0 1 0 | 0 0 1 1 | 3 4 2 0 | 3 0 2 0,5 4 0 0 | 5 5 0 0 | 6 1 1 0 | 6 1 0 0,19579.261458
11286/11930,3L/2I/2I/1/0/0,0/2I/0/1/3L90/3L90,5847552,22285,122,1 0 0 0 | 1 1 2 0 | 3 0 2 0 | 3 0 4 0,0 2 0 0 | 0 2 0 0 | 0 6 4 5 | 6 6 5 5,1 0 0 0 | 1 1 2 0 | 3 0 2 0 | 3 0 4 0,0 2 0 0 | 0 2 0 0 | 0 5 4 6 | 5 5 6 6,17827.406
11285/11930,3L/2I/2I/1/0/0,3L180/0/0/2I/3L90/1,6065280,14709,55,0 3 4 0 | 1 3 2 0 | 1 1 2 0 | 0 0 0 0,0 5 4 0 | 5 5 4 6 | 0 1 1 0 | 0 0 1 0,0 2 4 0 | 1 2 3 0 | 1 1 3 0 | 0 0 0 0,0 5 4 0 | 5 5 4 6 | 0 1 1 0 | 0 0 1 0,20474.442375
11294/11930,3L/2I/2I/1/0/0,0/1/0/3L180/3L/2I,7340544,19008,63,0 1 0 0 | 3 1 1 2 | 3 4 0 2 | 0 0 0 0,0 4 4 0 | 0 6 4 0 | 5 6 2 0 | 5 5 0 0,0 0 0 0 | 0 2 0 3 | 0 2 1 3 | 0 4 1 1,6 0 0 0 | 6 4 4 0 | 2 5 4 0 | 0 5 5 0,23146.141167
11285/11929,3L/2I/2I/1/0/0,0/1/0/2I/3L90/3L90,5847552,21772,74,0 0 0 0 | 3 0 2 0 | 3 1 2 4 | 0 1 1 0,0 0 5 2 | 0 5 5 4 | 0 0 6 4 | 0 6 6 0,0 0 0 0 | 3 0 2 0 | 3 1 2 4 | 0 1 1 0,0 0 6 2 | 0 6 6 4 | 0 0 5 4 | 0 5 5 0,17938.665625
11286/11930,3L/2I/2I/1/0/0,0/2I/0/3L90/3L90/1,5847552,16780,59,3 0 0 0 | 3 4 0 0 | 1 0 2 0 | 1 1 2 0,0 0 5 0 | 0 5 5 4 | 0 2 4 4 | 0 2 6 0,1 0 0 0 | 1 1 2 0 | 4 3 2 0 | 0 3 0 0,0 0 0 5 | 6 2 5 5 | 0 2 4 0 | 0 4 4 0,19325.562583
11286/11930,3L/2I/2I/1/0/0,0/3L90/0/3L90/2I/1,5847552,16685,69,0 2 1 0 | 0 2 1 1 | 0 0 4 3 | 0 0 0 3,0 0 0 2 | 0 4 2 2 | 4 4 5 0 | 0 6 5 0,0 2 0 0 | 3 2 1 0 | 3 0 1 1 | 0 0 4 0,0 0 0 2 | 0 6 2 2 | 0 4 5 0 | 4 4 5 0,19571.654833
11295/11930,3L/2I/2I/1/0/0,0/3L/1/0/3L180/2I,7340544,15668,51,0 2 0 0 | 0 2 0 0 | 3 0 1 0 | 3 4 1 1,0 0 6 0 | 2 0 6 0 | 2 2 5 5 | 0 0 3 5,1 0 2 0 | 1 1 2 0 | 4 3 0 0 | 0 3 0 0,6 0 0 0 | 6 2 5 5 | 0 2 2 5 | 0 0 0 3,26619.839625
11286/11929,3L/2I/2I/1/0/0,0/3L90/1/0/3L90/2I,5847552,16317,65,0 2 0 0 | 4 2 1 0 | 0 3 1 1 | 0 3 0 0,0 2 0 0 | 2 2 5 0 | 0 5 5 6 | 0 0 3 6,3 0 0 2 | 3 1 0 2 | 0 1 1 0 | 0 0 4 0,0 0 0 2 | 0 3 2 2 | 0 5 6 0 | 5 5 6 0,20455.015584
11287/11930,3L/2I/2I/1/0/0,1/0/0/2I/3L90/3L90,5847552,20948,60,0 2 1 0 | 0 2 1 1 | 3 0 0 4 | 3 0 0 0,0 0 0 0 | 0 6 1 4 | 6 6 5 4 | 0 5 5 0,0 2 1 0 | 0 2 1 1 | 3 0 0 4 | 3 0 0 0,0 0 0 0 | 0 5 1 4 | 5 5 6 4 | 0 6 6 0,17983.511542
11285/11929,3L/2I/2I/1/0/0,0/1/0/3L90/3L90/2I,5847552,19817,88,0 1 0 0 | 0 1 1 3 | 0 2 0 3 | 4 2 0 0,0 0 5 0 | 6 5 5 0 | 6 0 4 0 | 2 4 4 0,0 0 2 0 | 0 0 2 0 | 4 1 0 3 | 0 1 1 3,0 0 0 0 | 6 2 4 0 | 6 4 4 5 | 0 0 5 5,18036.5985
11286/11930,3L/2I/2I/1/0/0,0/3L90/0/2I/3L90/1,5847552,17015,58,0 2 0 0 | 3 2 0 0 | 3 1 0 4 | 0 1 1 0,0 0 0 2 | 0 5 2 2 | 5 5 4 0 | 0 6 4 0,2 1 0 0 | 2 1 1 3 | 0 4 0 3 | 0 0 0 0,0 0 2 0 | 0 2 2 0 | 4 0 5 6 | 4 5 5 0,19229.246959
11300/11930,3L/2I/2I/1/0/0,0/3L/0/1/3L90/2I,5847552,20622,65,3 2 0 0 | 3 2 0 0 | 0 0 1 0 | 0 4 1 1,2 0 0 0 | 2 2 5 0 | 0 5 5 6 | 0 0 4 6,0 0 0 0 | 0 2 0 3 | 1 2 4 3 | 1 1 0 0,0 6 0 5 | 2 6 5 5 | 2 2 0 4 | 0 0 0 0,17647.021292
11288/11930,3L/2I/2I/1/0/0,3L90/0/0/1/3L90/2I,5847552,18411,64,0 0 0 4 | 2 1 0 3 | 2 1 1 3 | 0 0 0 0,0 0 6 0 | 0 5 6 4 | 5 5 1 0 | 0 1 1 0,4 0 3 0 | 1 0 3 0 | 1 1 0 2 | 0 0 0 2,0 0 0 5 | 4 0 5 5 | 0 1 6 0 | 1 1 6 0,18641.919333
11296/11930,3L/2I/2I/1/0/0,1/0/0/2I/3L180/3L,7340544,18359,55,0 0 1 0 | 3 4 1 1 | 3 0 2 0 | 0 0 2 0,5 5 0 0 | 4 5 0 0 | 4 6 1 0 | 0 6 6 0,0 1 0 0 | 3 1 1 4 | 3 0 0 2 | 0 0 0 2,0 0 5 5 | 0 0 4 5 | 6 1 4 0 | 6 6 0 0,23205.31325
11289/11930,3L/2I/2I/1/0/0,0/1/0/3L/3L270/2I,6065280,18960,58,1 0 0 0 | 1 1 2 0 | 0 3 2 0 | 0 3 4 0,0 4 0 0 | 0 4 4 6 | 0 5 5 6 | 0 5 0 2,0 1 0 0 | 2 1 1 0 | 2 3 0 0 | 0 3 0 4,5 5 4 0 | 5 6 4 4 | 0 6 0 0 | 0 2 0 0,18222.975875
11287/11930,3L/2I/2I/1/0/0,1/3L90/0/0/3L90/2I,5847552,15584,64,0 2 0 0 | 0 2 0 0 | 0 1 4 3 | 0 1 1 3,0 2 0 0 | 2 2 5 0 | 0 5 5 6 | 0 0 1 6,1 0 0 2 | 1 1 3 2 | 0 0 3 0 | 0 0 4 0,0 0 0 2 | 0 1 2 2 | 0 5 6 0 | 5 5 6 0,20878.104917
11301/11930,3L/2I/2I/1/0/0,0/3L90/1/0/3L/2I,5847552,16166,57,1 0 0 0 | 1 1 3 0 | 4 2 3 0 | 0 2 0 0,0 5 0 0 | 6 5 5 0 | 6 3 2 0 | 0 2 2 0,0 2 0 0 | 1 2 0 0 | 1 1 3 0 | 0 4 3 0,0 0 2 0 | 0 2 2 6 | 0 0 5 6 | 0 3 5 5,20022.06175
11289/11930,3L/2I/2I/1/0/0,0/1/0/3L270/3L/2I,6065280,18793,59,0 0 0 0 | 0 0 4 3 | 0 2 1 3 | 0 2 1 1,4 4 0 0 | 4 0 5 0 | 6 2 5 5 | 6 0 0 0,0 2 1 0 | 3 2 1 1 | 3 0 4 0 | 0 0 0 0,0 2 0 0 | 4 4 5 0 | 4 6 5 5 | 0 6 0 0,18310.712792
11290/11930,3L/2I/2I/1/0/0,0/3L/0/3L270/2I/1,6065280,15517,53,2 1 0 0 | 2 1 1 0 | 3 0 4 0 | 3 0 0 0,2 0 0 0 | 2 2 4 4 | 6 5 4 0 | 0 5 0 0,3 0 0 0 | 3 0 2 0 | 4 1 2 0 | 0 1 1 0,0 6 0 5 | 4 4 2 5 | 4 0 2 2 | 0 0 0 0,20260.765875
11297/11930,3L/2I/2I/1/0/0,2I/0/0/3L180/3L/1,7340544,15010,55,0 0 1 0 | 0 0 1 1 | 0 4 2 3 | 0 0 2 3,4 4 0 0 | 0 4 0 0 | 6 5 0 1 | 0 5 5 1,0 0 1 0 | 0 0 1 1 | 0 4 3 2 | 0 0 3 2,4 4 0 0 | 0 4 0 0 | 6 5 0 1 | 0 5 5 1,26228.091458
11288/11929,3L/2I/2I/1/0/0,0/1/0/2I/3L270/3L,6065280,20234,51,0 1 0 0 | 3 1 1 0 | 3 2 0 0 | 0 2 4 0,0 0 0 0 | 2 0 5 5 | 0 6 5 4 | 0 6 6 4,0 0 0 3 | 1 0 2 3 | 1 1 2 0 | 0 0 4 0,0 2 0 0 | 5 5 0 0 | 5 6 0 4 | 0 6 6 4,17944.179042
11289/11930,3L/2I/2I/1/0/0,0/2I/0/3L270/3L/1,6065280,15803,52,0 3 2 0 | 0 3 2 0 | 0 4 1 0 | 0 0 1 1,2 5 0 0 | 2 5 5 0 | 6 4 4 0 | 0 4 0 0,0 3 2 0 | 0 3 2 0 | 0 4 1 0 | 0 0 1 1,2 6 5 0 | 2 0 5 5 | 0 4 4 0 | 0 4 0 0,19841.478459
11303/11930,3L/2I/2I/1/0/0,3L/0/0/2I/3L90/1,5847552,15166,55,0 0 0 3 | 2 1 0 3 | 2 1 1 0 | 0 0 4 0,0 0 1 0 | 0 6 1 1 | 4 0 5 0 | 4 5 5 0,0 0 0 2 | 3 1 0 2 | 3 1 1 0 | 0 0 4 0,0 0 1 0 | 0 6 1 1 | 4 0 5 0 | 4 5 5 0,19311.017666
11289/11929,3L/2I/2I/1/0/0,0/3L/0/2I/3L270/1,6065280,16153,54,2 0 0 0 | 2 4 1 0 | 0 3 1 1 | 0 3 0 0,0 2 0 0 | 4 2 2 0 | 4 5 5 0 | 6 5 0 0,2 1 0 0 | 2 1 1 3 | 0 4 0 3 | 0 0 0 0,0 2 0 0 | 0 2 2 0 | 4 0 5 5 | 4 0 5 6,19655.168542
11290/11930,3L/2I/2I/1/0/0,0/3L270/0/2I/3L/1,6065280,15899,61,0 2 1 0 | 0 2 1 1 | 0 4 3 0 | 0 0 3 0,5 6 2 2 | 5 5 2 0 | 4 0 0 0 | 4 0 0 0,0 0 1 0 | 0 2 1 1 | 0 2 4 3 | 0 0 0 3,5 0 0 0 | 5 5 2 2 | 0 4 2 0 | 6 4 0 0,19918.775625
11299/11930,3L/2I/2I/1/0/0,0/1/0/2I/3L90/3L,5847552,20506,55,0 1 4 0 | 3 1 1 0 | 3 0 2 0 | 0 0 2 0,0 0 0 0 | 0 5 0 4 | 5 5 6 4 | 0 2 6 6,0 0 4 0 | 3 0 2 0 | 3 1 2 0 | 0 1 1 0,0 5 0 0 | 5 5 0 4 | 0 2 6 4 | 0 0 6 6,16992.844625
11305/11930,3L/2I/2I/1/0/0,0/3L/0/1/3L/2I,5847552,20683,83,0 0 1 0 | 0 2 1 1 | 0 2 4 3 | 0 0 0 3,6 0 0 0 | 6 5 0 0 | 2 5 5 0 | 2 2 4 0,4 1 0 2 | 0 1 1 2 | 0 3 0 0 | 0 3 0 0,0 0 0 0 | 4 0 2 0 | 6 5 2 2 | 6 5 5 0,18258.647542
11300/11930,3L/2I/2I/1/0/0,0/3L/0/2I/3L90/1,5847552,17027,51,2 0 0 0 | 2 0 0 0 | 3 1 4 0 | 3 1 1 0,0 2 0 0 | 6 2 2 5 | 0 4 5 5 | 0 4 0 0,2 0 0 0 | 2 0 0 0 | 3 1 4 0 | 3 1 1 0,0 2 6 0 | 0 2 2 5 | 0 4 5 5 | 0 4 0 0,18849.960042
